num,serial,ID,text,image,cat_abbr,,real_answer,num_blanks,num_answers,li_a_cats,li_a_tenses,li_a_serials,str_a_cats,str_a_tenses,str_a_serials
250,000250,Question_000250,"When all else fails, ___. (read the instructions)",,p,proverb,,,,,,,,,
251,000251,Question_000251,"If at first you don't succeed, ___. (try, try again) (@ skydiving is not for you)",,p,proverb,,,,,,,,,
252,000252,Question_000252,"If at first you don't ___, try, try again. (succeed)",,p,proverb,,,,,,,,,
253,000253,Question_000253,"What soap is to the body, ___ is to the soul. (laughter)",,p,proverb,,,,,,,,,
254,000254,Question_000254,"If I had a nickel for everytime ___, I'd be rich.",,p,proverb,,,,,,,,,
255,000255,Question_000255,"Sometimes you win, sometimes you ___. (lose)",,p,proverb,,,,,,,,,
256,000256,Question_000256,"Winners never quit, and quitters never ___. (win)",,p,proverb,,,,,,,,,
257,000257,Question_000257,"Winners are not people who never fail, but people who never ___. (quit)",,p,proverb,,,,,,,,,
258,000258,Question_000258,,,,,,,,,,,,,
259,000259,Question_000259,,,,,,,,,,,,,
260,000260,Question_000260,,,,,,,,,,,,,
261,000261,Question_000261,,,,,,,,,,,,,
262,000262,Question_000262,# Song Titles,,,,,,,,,,,,
263,000263,Question_000263,Wake me up when ___ ends.,,l,lyric,,,,,,,,,
264,000264,Question_000264,,,,,,,,,,,,,
265,000265,Question_000265,,,,,,,,,,,,,
266,000266,Question_000266,,,,,,,,,,,,,
267,000267,Question_000267,,,,,,,,,,,,,
268,000268,Question_000268,,,,,,,,,,,,,
269,000269,Question_000269,# Song Lyrics,,,,,,,,,,,,
270,000270,Question_000270,"# Sources: http://www.rockwisdom.com/mainpage.htm, http://thebestsongquotes.tumblr.com/, ",,,,,,,,,,,,
271,000271,Question_000271,"It ain't me, it ain't me / I ain't no Senator's son, son / It ain't me, it ain't me / I ain't no ___. (fortunate one)",,l,lyric,,,,,,,,,
272,000272,Question_000272,It's been a hard day's night / And I've been working like a ___. (dog),,l,lyric,,,,,,,,,
273,000273,Question_000273,It's the end of the world as we know it / And ___. (I feel fine),,l,lyric,,,,,,,,,
274,000274,Question_000274,"Hop on the bus, Gus, you don't need to discuss much / Just drop off the key, Lee, and ___. (get yourself free)",,l,lyric,,,,,,,,,
275,000275,Question_000275,"Ob-la-di ob-la-da life goes on, bra / La-la ___. (how the life goes on)",,l,lyric,,,,,,,,,
276,000276,Question_000276,"Since my baby left me, I've found a new place to dwell, down at the end of Lonely Street at ___. (Heartbreak Hotel)",,l,lyric,,,,,,,,,
277,000277,Question_000277,"What the world needs now / Is love, sweet love / It's the only thing / That ___. (there is just too little of) ",,l,lyric,,,,,,,,,
278,000278,Question_000278,You can't always get what you want / But if you try sometime / You just might find / You get ___. (what you need),,l,lyric,,,,,,,,,
279,000279,Question_000279,"You better start ___, cause the times they are a-changing. (swimming or sink like a stone)",,l,lyric,,,,,,,,,
280,000280,Question_000280,This could be the end of everything / So why don't we go ___? (somewhere only we know),,l,lyric,,,,,,,,,
281,000281,Question_000281,Only know you've been high when you're feeling low / Only hate the road when you're missing home / Only know ___ when ___. (you love her / you let her go),,l,lyric,,,,,,,,,
282,000282,Question_000282,"Don't you worry, don't you worry child / See ___'s got a plan for you. (Heaven)",,l,lyric,,,,,,,,,
283,000283,Question_000283,I'm gonna pop some tags / Only got 20 dollars in my pocket / I-I-I'm huntin' / Lookin' for a come-up / This is ___. (fucking awesome),,l,lyric,,,,,,,,,
284,000284,Question_000284,"I'm coming home, I'm coming home / Tell the world I'm coming home / Let the rain wash away / All the ___ of yesterday. (pain)",,l,lyric,,,,,,,,,
285,000285,Question_000285,"Why does it feel so good but hurt so bad? / Whoa oh a-oh / My mind keeps saying, ""___"". (run as fast as you can)",,l,lyric,,,,,,,,,
286,000286,Question_000286,It's my life / It's now or never / I ain't gonna ___ / I just wanna ___. (live forever / live while I'm alive),,l,lyric,,,,,,,,,
287,000287,Question_000287,"Where did I go wrong, I lost a friend / Somewhere along in the bitterness / And I would have ___ / Had I known how to ___. (stayed up with you all night, save a life)",,l,lyric,,,,,,,,,
288,000288,Question_000288,What am I supposed to do / When the best part of me was always you? / What am I supposed to say / When I'm choked up and you're ___? (okay),,l,lyric,,,,,,,,,
289,000289,Question_000289,I'm not afraid / To take a stand / Everybody / Come ___. (take my hand),,l,lyric,,,,,,,,,
290,000290,Question_000290,"I can be your hero, baby / I can kiss away the pain / I will stand by you forever / You can take my ___. (breath away)",,l,lyric,,,,,,,,,
291,000291,Question_000291,"Let it be, let it be / Let it be, let it be / Whisper ___ / Let it be. (words of wisdom)",,l,lyric,,,,,,,,,
292,000292,Question_000292,"Never mind, I'll find someone like you / I wish nothing but the best for you, too / Don't forget me, I beg, I remember you said / Sometimes it lasts in love, but sometimes ___ instead. (it hurts)",,l,lyric,,,,,,,,,
293,000293,Question_000293,"When I find myself in times of trouble, mother Mary comes to me / Speaking words of wisdom, ___. (let it be)",,l,lyric,,,,,,,,,
294,000294,Question_000294,"Three little birds / Each by my doorstep / Singin' sweet songs / Of melodies pure and true / Sayin', ""___"". (This is my message to you-ou-ou)",,l,lyric,,,,,,,,,
295,000295,Question_000295,"'Cause we got the fire, fire, fire / Yeah we got the fire, fire, fire / And we're gonna ___. (let it burn)",,l,lyric,,,,,,,,,
296,000296,Question_000296,"So wake me up when it's all over / When I'm wiser and I'm older / All this time I was finding myself, and I / didn't know ___. (I was lost)",,l,lyric,,,,,,,,,
297,000297,Question_000297,I don't wanna be lonely no more / I don't wanna have to pay for this / I don't want to know the lover at my door / Is just another ___. (heartache on my list),,l,lyric,,,,,,,,,
298,000298,Question_000298,I wanna rock and roll all nite / And ___. (party every day),,l,lyric,,,,,,,,,
299,000299,Question_000299,I came along / I wrote a song for you / And all the things you do / And it was called ___. (Yellow),,l,lyric,,,,,,,,,
300,000300,Question_000300,"Like ___, anything is possible! (Kevin Garnett)",,l,lyric,,,,,,,,,
301,000301,Question_000301,"Like Kevin Garnett, ___ is possible! (anything)",,l,lyric,,,,,,,,,
